"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
17880,97350,9873.91748,23147.58445,86.94103,713.32064,17.45985,27.12667,14.7195
17881,97351,3766.78313,7431.95532,96.22488,1619.49137,15.60834,29.35997,8.6231
17882,97351,9895.23205,23356.5865,150.71373,1822.40978,12.53747,28.44376,16.40107
17883,97352,3672.30624,7339.71902,134.58829,1789.68467,13.99554,25.28329,12.24617
17884,97352,9807.94864,23156.13252,98.00914,681.75222,19.27462,28.45783,19.66023
17885,97353,3487.95526,7388.08708,133.73765,3801.84157,20.98279,44.89929,9.92203
17886,97354,3370.95308,7365.20464,116.49833,2761.79071,13.68589,40.27056,9.54564
17887,97355,3545.22866,8120.90285,117.99519,1646.34751,16.87956,31.71613,12.87289
17888,97355,9639.58753,23501.46394,131.93434,1442.63953,18.19937,27.8445,15.81639
17889,97356,3455.35455,7910.18932,176.74467,1990.3301,18.31631,37.29415,26.1258
17890,97356,9563.44844,23486.70602,119.45729,1665.76497,17.5211,29.0824,12.03099
17891,97357,3615.02555,7526.24654,137.35281,1234.29385,16.49896,34.33362,24.07032
17892,97358,3707.86787,7196.39447,104.16075,1472.26455,13.02441,25.04692,9.38018
17893,97358,9524.95637,23165.08745,117.69457,1376.82283,16.42369,32.28534,15.45864
17894,97359,976.07403,18353.56882,110.57168,756.38457,15.20212,22.86501,17.92695
17895,97359,3770.19692,7488.97782,127.74106,996.27289,9.65587,22.37291,17.42517
17896,97360,3470.31772,8163.86966,240.9581,2347.58098,2.63146,30.17762,32.74304
17897,97360,19852.21963,12050.6701,144.07312,1486.7136,12.94043,28.65173,18.49782
17898,97361,3432.61149,8269.12268,154.8435,2455.50573,16.78162,34.04484,15.27194
17899,97361,19823.19271,12317.1575,98.53368,575.31801,26.18725,29.64927,24.3102
17900,97362,3742.07014,7854.42044,120.30795,1399.0635,7.93337,29.21703,14.44116
17901,97363,3670.87698,7332.53247,102.06857,1543.2073,8.98996,21.54246,7.6791
17902,97364,3396.86049,7450.20079,139.04546,3107.96233,26.5292,42.20471,12.20173
17903,97365,3460.30186,7306.31892,122.80064,1750.76408,18.25344,36.80266,14.93512
17904,97366,3616.45764,7878.16111,139.38139,1525.72316,17.29854,30.14464,17.806
17905,97367,3870.75051,7767.69954,152.82816,2158.52277,14.12665,35.20105,17.41878
17906,97368,3626.59444,8030.80946,141.51658,2517.8233,13.58038,33.51183,12.47435
17907,97368,10546.55887,18230.9982,91.43432,611.27273,20.3653,30.36772,20.61831
17908,97369,3333.66176,7802.1929,141.70903,2817.60994,21.17635,36.53562,12.15059
17909,97370,3604.05954,7494.80108,122.41093,1515.74082,18.8463,30.36171,14.28521
17910,97371,3540.23586,8008.49429,129.10451,1798.07997,13.49514,30.86731,13.54095
17911,97374,11282.24128,18398.28206,171.37657,938.29172,17.96438,33.44385,46.47356
17912,97387,3973.81199,8582.97005,215.40539,1251.3543,13.78767,28.71141,46.68824
17913,97387,14255.49933,2050.01911,190.21923,2840.85619,16.46759,38.35255,21.76912
17914,97390,14745.21725,2444.8239,82.24461,719.48869,24.75602,32.11236,15.54955
17915,97391,14757.98536,2445.10096,87.32458,560.48461,16.98618,27.68499,19.035
17916,97392,23618.04768,13313.33258,114.88224,855.79688,18.67914,26.77826,19.68851
17917,97398,12671.2677,7801.8587,105.53798,1105.3416,16.1759,26.17503,13.02952
17918,97399,12907.33676,7524.87123,150.42422,1399.88278,13.83929,32.25114,23.72281
17922,97430,11951.58144,3939.0881,143.39918,954.0817,13.10957,27.51593,27.13957
17923,97455,23359.6473,13420.03983,189.39064,1575.35472,10.37003,28.44861,28.88508
17924,97462,14891.85212,1778.77866,120.2001,676.63258,19.60471,29.21272,29.10632
17925,97463,768.81927,4280.62422,133.85965,1020.67855,13.70757,27.9557,22.74481
17926,97464,681.35887,4249.15913,135.34318,931.28841,13.34801,32.80021,29.53843
17928,97470,14590.30046,2273.19099,133.71301,1284.86336,9.82784,26.03044,17.01913
17929,97492,8847.53607,21107.32764,136.20662,1905.50117,14.12724,35.17862,15.90753
17930,97493,8873.756,20944.11367,220.14094,1468.09019,10.5697,27.24835,39.54924
17931,97495,11871.3831,4102.89516,116.51982,698.14532,22.22567,26.341,24.20731
17932,97500,17627.58878,14529.98854,130.54502,949.16663,14.41882,25.30245,21.24262
17933,97511,24886.12036,15739.41904,92.07733,469.07424,29.05271,31.7499,28.16819
17934,97512,24648.74888,15879.42023,188.61134,1301.81319,18.36981,38.30396,46.08369
17935,97514,12169.85209,15033.07843,169.01276,1036.79335,18.08009,26.96282,33.32755
17936,97516,14623.27358,1866.62846,220.23379,1500.6784,8.65164,35.69131,50.34302
17937,97518,17420.30261,14369.39905,152.09818,1138.29148,21.24553,27.99698,25.90214
17938,97520,12726.51671,14952.48824,153.13718,598.2786,25.15435,31.22277,54.79645
17939,97520,24835.78872,16236.73631,152.50022,1119.15163,14.50557,25.46132,24.19734
17940,97521,24628.21313,16003.31829,141.47745,839.58106,13.59234,25.55018,27.95065
17941,97524,658.34051,4244.00195,109.06123,784.12121,19.38517,26.76376,19.53558
17942,97525,713.38485,4264.79003,148.81242,1208.05222,12.1662,25.96976,21.88397
17943,97533,17659.33927,14270.48054,149.61264,1128.62093,13.85278,24.25655,22.14767
17944,97535,17913.77044,14791.08191,130.37781,809.55889,14.62912,28.09337,27.28289
17946,97538,8767.98547,21984.88202,110.91311,1034.6742,16.69353,31.59794,17.96947
17947,97540,8783.80278,21991.83847,112.6581,1573.32654,14.57724,29.28388,11.5389
17948,97553,16011.18018,16691.79027,122.6665,1376.1108,10.70151,24.69404,13.05036
17949,97553,23924.2404,6076.72301,120.45436,814.1448,17.1937,27.93331,23.38644
17950,97554,17872.88734,14143.7911,171.72435,1121.26171,12.47757,30.04761,35.28902
17951,97555,24637.0467,18694.61264,86.08555,497.57058,26.12363,33.84555,25.20619
17952,97560,15998.09927,16654.86455,122.3505,1165.11463,12.41275,21.2212,13.29692
17953,97562,16085.90278,16681.35985,146.47395,1130.97201,12.0458,27.22068,23.67775
17954,97567,9616.43484,4885.41224,126.70292,747.18173,19.79972,27.69031,27.62368
17955,97576,1163.81934,11119.47724,99.19813,771.91745,15.6729,28.20127,17.65858
17956,97584,15656.5948,21024.41856,98.93237,837.93148,19.78859,31.57367,18.03518
17958,97586,16013.31457,20773.10145,91.61544,567.98026,18.9417,27.59849,20.31186
17959,97594,15834.00743,21319.25415,102.06973,640.48652,19.91282,29.69784,23.32351
17960,97601,12273.42123,16096.82537,135.15229,1092.00488,13.3607,24.73674,19.35143
17961,97601,13445.36367,10168.63693,95.31478,1044.25416,12.52745,26.27924,11.6165
17962,97604,4678.44024,17395.20927,94.1646,577.81761,19.7999,24.1658,18.51259
17963,97604,13479.22904,9317.66582,127.22049,915.91345,17.22518,25.84757,21.40785
17965,97611,14851.44367,2412.11209,138.67838,795.51503,15.1591,28.91523,31.94526
17967,97626,23127.14323,10009.272,143.86675,1008.68799,14.52953,25.59097,24.15589
17968,97627,13263.76636,9860.77936,109.3895,1009.00664,14.03168,25.40902,14.71233
17970,97629,22960.504,9861.68288,97.90311,640.40829,17.1169,28.89426,21.146
17971,97638,6698.52944,5136.98126,92.9315,1646.07018,20.48304,30.49122,8.28627
17972,97639,6680.51929,5189.20367,113.35434,1345.13187,15.34848,28.22402,13.09028
17973,97640,6686.86818,5225.76719,101.84685,1073.95973,18.33976,30.7345,14.56576
17974,97644,25129.21114,15738.84537,119.24133,1506.44595,22.02478,31.50241,14.18755
17975,97654,4013.64815,21355.21785,161.30733,2285.9057,12.61802,37.03765,19.10196
17976,97655,4255.87371,21553.48296,119.72569,825.69547,17.27374,26.10312,21.41781
17977,97656,4554.93675,21442.89583,122.39784,1133.72006,23.69707,32.58832,20.1783
17978,97658,4371.6796,21659.11532,133.73979,963.25857,18.42042,28.97213,24.84386
17979,97659,3794.39247,21341.29078,146.73002,1723.50019,12.86516,28.75035,16.64229
17980,97659,15343.44696,17458.60182,131.33709,1563.98702,16.51828,31.14798,16.09382
17981,97660,15418.72574,17503.86461,129.3518,1164.69084,11.26698,23.17154,15.85194
17982,97661,22936.4309,10506.86995,77.82483,579.46622,17.15818,23.51715,13.19361
17983,97666,18703.23123,2901.97886,99.26119,869.77108,17.70675,27.54034,15.42722
17984,97675,15356.03961,17400.00904,87.30852,436.74824,26.34089,27.17272,23.80117
17985,97690,5499.11731,17974.33131,112.86694,1135.2365,17.80201,29.50349,15.90443
17986,97691,5407.50758,18296.01915,149.37485,1049.0732,17.90172,26.11664,25.39726
17987,97702,12709.40223,21274.11089,175.63576,980.00947,14.75278,27.62953,38.76354
17988,97710,14536.94016,2383.54209,107.55784,699.26633,20.25163,29.43118,23.27853
17989,97712,18668.30166,17831.84306,111.05565,1019.02437,15.82139,29.31121,17.04593
17990,97714,18437.80069,6287.72855,135.06675,1337.80012,17.84153,38.33442,23.96704
17992,97716,23934.97532,6119.62534,134.1261,1032.77869,13.25063,25.45944,20.68163
17993,97728,5534.52012,18032.4189,110.23506,734.6474,15.54865,32.07931,25.14492
17994,97729,20064.83108,13873.1939,151.84109,894.80547,20.42574,26.06519,30.50419
17995,97742,10786.57207,23088.8258,104.06989,953.97579,18.84609,28.92015,16.01729
17996,97744,10869.57935,23008.29831,192.92331,1986.38983,6.0774,27.56689,23.16809
17998,97757,23959.42778,6106.66948,129.56377,824.51305,13.90807,25.37672,24.07502
17999,97776,13726.45156,7260.0914,135.42679,1134.68809,11.85833,30.35544,22.65304
18002,97811,24022.04379,6123.95168,113.71813,776.36926,13.79267,25.8089,20.52629
18003,97823,14982.92835,1296.58022,102.96688,814.28496,15.81553,23.26542,15.01597
18004,97825,18404.73185,16864.22456,116.52712,542.98599,28.58889,33.77806,39.27121
18005,97841,13736.46357,21281.12224,143.07281,1087.80556,13.86388,24.66508,21.47885
18006,97842,14792.02865,1588.04213,137.10684,1046.43665,19.34918,27.5405,22.8692
18007,97849,14826.79134,21564.19331,209.85531,1491.06384,10.10339,30.35491,39.44109
18008,97852,14889.84183,21778.76315,118.10968,844.23199,11.40051,26.26364,20.57937
18009,97856,5558.37225,18711.24843,157.43557,1304.33517,12.58144,28.83958,24.87473
18010,97857,5773.63505,18733.65412,129.55017,939.76857,15.41642,31.58293,26.0625
18011,97858,14852.26352,21760.92093,95.34051,911.77473,18.34419,26.09861,13.12707
18012,97893,11593.38526,17087.9666,241.13576,1878.59842,3.06562,25.38417,34.55612
18013,97893,25437.59019,23364.35024,156.24887,1457.28455,8.29106,29.64297,22.60063
18014,97896,11180.62483,16779.93185,171.62009,1149.19098,12.05914,29.81485,34.15151
18015,97909,14602.98335,2476.2482,112.49004,877.80051,17.29775,27.27758,18.8319
18016,97923,16591.80072,17980.35311,81.79106,659.41455,17.01544,25.28727,13.48054
18017,97983,24939.06117,16136.5118,90.06875,740.77016,19.3913,27.88683,15.43887
18018,97985,25125.89613,16257.90097,173.14006,952.1699,16.2413,27.59286,38.7621
18019,97991,20407.58671,17543.74383,190.81351,1371.06726,14.95194,28.40548,33.51064
18020,98006,20369.81648,17548.42245,117.12783,1390.01985,22.57019,31.57739,14.88024
18021,98007,20354.48293,17459.30612,124.12801,952.41098,23.44294,34.67373,26.01594
18022,98009,20350.91259,17398.57174,204.97987,1927.26607,7.70425,31.06592,29.97545
18023,98017,21119.23118,16190.61829,94.74064,590.53142,20.0939,33.32789,24.74346
18024,98032,24065.00035,6228.05125,104.35044,749.52099,18.34979,26.9649,19.02166
18025,98034,24196.25959,6221.39971,134.32629,1052.64594,8.91253,27.12618,21.59756
18026,98051,1703.63491,13251.51515,155.41157,948.24545,11.41725,24.59443,28.48669
18027,98062,788.27805,13243.45053,199.04649,1129.91747,14.85913,25.4914,39.56015
18028,98070,6126.46557,7876.35491,113.31649,723.71379,19.42175,27.4324,23.11048
18029,98081,5192.43586,22520.58679,108.26228,799.08041,14.84962,23.20523,16.62245
18030,98085,12879.0602,20780.63565,145.301,1309.47218,25.13242,35.46481,25.99707
18031,98089,14364.94929,19174.76449,101.36817,766.64742,18.13615,27.94048,18.29254
18032,98095,3170.90572,12008.88869,101.43344,629.08406,20.49882,29.31042,23.18763
18033,98096,16507.19357,17879.33537,213.78888,2651.05555,10.39753,28.29964,21.78376
18035,98121,7590.39322,3023.45298,93.68303,802.44203,18.31497,27.69571,15.18289
18036,98121,10352.08054,7476.06444,120.91084,1097.67584,13.29235,24.07461,15.4063
18037,98123,1721.86552,13033.65632,86.17304,580.0016,17.10631,26.26501,17.16386
18038,98129,15882.6807,1351.23297,92.55781,618.63792,19.43013,25.19169,17.49835
18039,98131,2696.85588,12140.99615,104.87557,549.25669,20.72945,27.48552,26.39708
18040,98131,14262.70474,18004.77456,98.8622,785.15598,20.17263,27.67079,16.97219
18041,98133,10721.79175,9336.84042,137.72112,910.6248,13.87063,23.0226,22.31322
18042,98133,14186.94994,18204.16149,106.66009,1343.63388,14.25184,26.88668,11.30216
18043,98133,16471.55548,819.94749,78.20354,637.05659,16.58098,23.67034,12.23273
18044,98146,12126.54139,8460.67735,104.79121,777.17185,18.09533,29.13427,19.88367
18045,98161,20509.7996,4900.7913,151.89021,1162.55104,11.792,28.19656,25.48251
18046,98168,23940.08947,16404.20022,246.24254,1853.56762,3.75834,29.76069,42.4851
18047,98169,10681.35154,8149.20108,173.46404,1126.78379,11.9173,26.86701,32.15177
18048,98197,16386.79948,16502.85211,110.69672,962.37063,12.9621,27.58877,16.93525
18049,98206,20531.31182,8721.39377,128.82289,761.89223,17.79391,25.50751,25.8471
18050,98207,20651.86047,8378.11735,139.8554,2423.81415,15.23954,31.7677,12.06459
18051,98227,15180.77671,17232.61181,141.83846,923.77897,17.31222,30.69494,30.46317
18052,98228,15364.90894,16504.04737,161.93182,1071.05521,11.8678,23.51045,26.18078
18053,98229,15558.5876,16633.87212,125.84955,1105.75614,8.74947,22.80775,15.63951
18054,98230,23421.34627,19089.12747,210.78392,2536.04358,7.71312,26.27963,20.66094
18055,98233,15796.99122,16344.6452,97.20329,930.02224,24.11897,30.29036,15.23076
18056,98236,15554.03731,16478.20581,108.18366,755.71256,16.80339,28.83859,21.39817
18058,98246,12900.75709,21130.95071,137.21411,780.52833,20.54005,29.13945,32.1519
18059,98247,14973.80748,17495.99816,106.96212,734.71455,17.99229,32.58485,24.19106
18060,98253,15139.03579,17355.14206,95.81253,758.66745,15.74575,24.07957,14.6589
18062,98257,10617.26704,8326.09702,151.3288,1630.5719,10.11571,33.65473,21.52807
18063,98259,5970.98185,19228.02189,116.33936,642.57211,22.19782,36.24277,35.5173
18064,98260,10398.69317,8373.49205,147.89177,986.94157,21.15424,27.15627,27.45269
18065,98261,10586.12184,7907.41962,102.92186,1343.9593,16.91996,28.50176,11.1963
18066,98262,14610.81509,17575.46986,118.45885,904.67204,16.47376,25.18656,18.62138
18067,98265,10532.37009,7716.9238,132.58026,2250.9168,17.59138,46.33243,16.69468
18068,98265,24432.17667,15307.27477,148.5653,1286.88589,16.4768,29.6782,23.25843
18069,98270,10699.13529,8300.83547,156.0911,664.71008,24.82642,37.04341,60.51539
18070,98271,4430.65148,7716.97963,112.47677,1272.66273,14.46603,30.33556,14.53434
18071,98272,4484.51619,7750.39456,140.79194,1473.696,18.57078,29.67526,18.48102
18072,98272,25423.29878,14752.25005,107.70946,668.35833,22.01491,26.16067,21.83044
18073,98273,10422.32599,7866.35052,99.38278,1041.93494,7.04908,20.05201,9.9009
18074,98274,10554.22998,7798.1871,92.08567,631.22138,19.27306,33.0686,21.91961
18075,98275,10482.85201,8344.74339,129.44665,893.29942,18.39639,33.69292,29.09268
18076,98281,10543.24627,8497.5967,176.96574,1006.5805,21.31341,33.39737,46.02413
18077,98282,8371.78163,19563.98598,179.36138,1088.91586,15.19995,27.56004,36.28418
18078,98282,10629.33954,8464.9191,177.13069,2098.54163,15.7339,35.14387,23.53433
18079,98283,10714.31058,8271.58737,211.32893,1859.09653,4.13503,31.71222,33.57134
18080,98287,10436.70198,7401.89396,123.62987,2007.48012,13.21563,28.07456,10.38546
18081,98291,10428.80658,7166.34523,124.41939,453.39988,29.07036,31.74057,49.76696
18082,98293,10416.15917,6941.18621,129.4422,1415.49047,11.23581,23.69781,13.46527
18083,98296,10343.13458,6966.47298,181.63534,1170.71479,11.72927,30.09946,37.6764
18084,98297,10212.30418,7305.45002,93.88472,660.19806,17.71309,32.91388,21.59376
18085,98297,14688.39454,2240.4239,112.68604,1154.68159,14.63255,23.78962,12.85634
18086,98298,10581.71259,7440.85836,103.26486,1037.0301,10.22065,23.30476,12.03661
18087,98299,14734.91237,2112.47442,131.5822,1003.93015,19.2516,33.34685,26.4767
18088,98300,10590.71031,7682.20079,116.96599,1364.23597,16.18044,22.68876,11.25397
18089,98300,14767.50719,2189.66231,128.01696,1419.12037,11.76752,28.53391,15.56788
18090,98302,8604.37249,21668.13171,127.19379,956.3555,17.97046,26.61954,21.09555
18091,98302,10432.67107,7428.95267,128.93266,1115.2884,15.87816,32.36533,22.379
18092,98303,8624.01162,21559.87708,160.59836,1051.52038,11.528,28.85114,31.86753
18094,98304,10525.66113,7220.22228,138.70845,2770.92548,22.37581,36.77968,11.95091
18095,98305,15470.02843,7426.28756,73.98033,611.01479,19.29989,27.01016,13.10897
18096,98307,19101.83757,17903.18585,153.86657,1408.02082,14.93973,29.84596,22.85943
18097,98322,17105.51384,18061.61445,161.38901,1192.46829,8.36967,25.10966,24.94
18098,98323,7510.27538,21502.4551,129.38531,809.31967,14.2303,25.89041,24.91605
18099,98324,17179.01112,17751.18552,77.24072,903.6826,22.4397,28.65088,10.21649
18100,98325,17231.55426,17750.75968,90.43027,823.89452,18.80643,27.04792,13.66119
18101,98326,25199.44294,15451.07321,211.75331,1723.85484,4.09905,28.21179,32.43463
18102,98331,12871.62754,13083.38847,110.68398,1288.63249,16.36221,26.13832,12.21639
18103,98332,12839.30466,13016.10926,73.39187,645.09925,14.03722,26.15641,11.95452
18104,98334,12848.72278,12984.83356,133.37457,1592.02138,13.59053,30.8198,16.10789
18105,98335,12873.94997,12994.49649,87.28289,927.04657,21.75779,32.15244,13.46404
18106,98336,12891.09235,13026.83008,112.27673,1662.14437,7.74204,19.18463,7.65634
18107,98340,15476.73644,7533.61757,108.95349,4213.96715,21.355,48.06517,6.67339
18108,98341,12459.92545,14523.22412,133.82049,1060.1219,19.22532,30.65389,23.89965
18109,98341,15498.14564,7522.41698,95.71004,3190.95758,21.62046,37.67497,5.64424
18110,98342,15474.37067,7537.63027,102.78979,4837.54484,26.45433,48.55043,5.35998
18111,98343,15455.44117,7548.07086,117.15125,3679.11755,22.12831,48.00014,8.59893
18112,98344,15484.41832,7521.30793,122.37987,5781.15696,21.33515,59.77599,7.36543
18113,98345,15471.43672,7517.17731,124.39013,4594.19561,25.86356,54.26914,8.64874
18114,98346,15481.538,7517.62566,122.75163,4838.16956,25.55934,62.80361,9.19971
18115,98347,15476.27327,7529.38719,117.64087,4853.19808,26.87507,53.24926,7.30846
18116,98348,15481.04945,7514.95981,120.7709,5204.39585,14.78383,46.67882,6.36966
18117,98380,5566.56275,20969.27697,123.27962,1187.19276,17.83087,29.13417,17.6075
18118,98386,13088.93038,21221.63874,158.56163,1025.96616,16.60104,24.89959,27.7083
18119,98391,2443.46939,9627.21505,141.60706,1286.75777,14.64875,26.93031,19.45166
18120,98394,14710.12541,2266.16138,121.91077,854.95521,15.88951,28.50576,23.2283
18121,98396,14527.67999,2117.50385,111.69522,721.63821,16.51281,23.53507,19.59561
18122,98417,7782.29689,7748.14503,140.65464,853.65211,15.24332,28.78195,30.46906
18123,98422,2531.72451,9750.89466,172.52493,1123.78737,8.36394,24.33952,29.05003
18124,98422,13646.58613,18141.54213,148.24846,1212.23317,8.77404,22.25949,18.79215
18125,98425,2358.10036,9533.61398,99.92251,1259.40151,14.80502,24.11493,9.79422
18127,98432,5361.75642,21406.12099,94.85057,836.17812,12.20979,20.76977,11.56513
18128,98433,8892.07213,20325.27423,83.78061,613.31812,21.58363,27.59958,16.25389
18129,98447,23989.34208,11965.1972,199.8292,1249.33102,16.82228,27.46483,38.80224
18130,98450,23816.48,12080.51677,155.94904,1698.64137,16.03026,32.481,21.15229
18131,98458,23925.52392,12024.21536,161.98281,1516.66594,19.01709,34.81061,27.08456
18132,98465,14721.25652,997.50987,238.29309,2376.90586,10.20281,34.09435,35.61364
18133,98465,21961.65441,18816.44056,133.64662,1565.80665,5.69422,25.89866,14.01869
18134,98467,18458.92698,5588.01373,117.98003,967.12764,18.5477,30.09354,20.45041
18135,98480,12934.13687,16068.41972,219.16992,1224.59863,15.12597,28.47354,48.91234
18136,98486,15010.98421,15510.89745,207.97885,1274.99276,14.43744,27.8379,41.59076
18137,98487,15070.75398,15922.65531,118.16557,1209.44399,21.37605,30.94583,16.95941
18138,98496,23031.74903,9340.81136,137.58042,903.42071,16.71267,29.64126,28.4659
18139,98510,16400.97717,15324.1015,211.6925,1304.31863,14.0921,34.50324,51.83872
18140,98511,13051.46027,15913.98566,108.10963,910.90256,13.50723,26.60536,16.56928
18141,98514,17943.52381,12661.66061,174.25387,1208.44288,12.73751,27.5163,30.98283
18142,98517,18283.08201,13335.17581,127.44234,916.22666,12.20144,27.47713,22.7303
18143,98521,16967.29275,17739.41348,105.24291,1149.51448,15.22472,28.95635,13.67992
18144,98522,10153.78815,17386.6652,135.27942,744.78482,18.13905,27.56826,31.09976
18145,98522,17016.33462,17724.59993,103.14206,1036.96816,16.53304,28.11568,14.19325
18146,98523,17027.87721,17792.79665,92.45297,1127.94183,14.1179,24.44025,9.6573
18147,98524,16992.60676,17787.5364,104.70069,1181.33169,12.97115,26.23975,12.09847
18148,98525,9684.172,17491.95184,100.35099,739.09665,15.27111,30.13931,19.98301
18149,98525,17038.18933,17864.86395,129.27236,894.09112,18.29331,30.23697,26.14768
18150,98532,11573.2133,5319.72685,148.24163,910.46443,16.76616,23.66238,26.18845
18151,98539,9582.04646,15631.5142,168.88282,1129.27148,11.69015,31.0212,35.01665
18152,98542,8597.4519,15657.04693,105.07952,850.85118,26.16721,33.20667,20.6915
18153,98544,8512.48391,15910.52566,218.87829,2084.10053,16.8743,39.25872,39.46616
18154,98546,3394.22797,17346.83615,100.74722,714.65547,16.59638,23.44302,16.48867
18157,98548,8678.61431,15697.46927,120.23693,796.14012,23.68717,32.60546,27.59017
18158,98549,8981.57753,15492.05847,114.01067,1614.70638,28.37184,37.06408,14.24206
18160,98601,22978.36449,17307.66805,141.7936,1097.66349,7.60764,23.49117,20.02604
18161,98602,23158.25082,17667.59246,163.93224,2349.29138,23.48299,44.45728,22.81416
18162,98603,23728.2091,16985.71214,184.24725,1170.24385,19.42687,31.36136,40.29669
18163,98617,8303.11592,7182.64598,169.61704,978.78013,13.50602,27.99932,36.8069
18164,98618,2703.39293,13194.00309,124.5355,686.63465,18.90104,24.39812,25.79341
18165,98624,14773.33346,20132.23392,107.71022,950.09852,14.76134,31.74242,18.6121
18166,98632,16497.25399,23065.07032,117.38412,1008.68624,18.57304,26.6944,17.41271
18167,98633,16548.10685,23086.70356,124.16201,1687.32603,18.67919,32.10117,13.91184
18168,98642,14362.70414,18991.47385,113.62398,766.81167,17.46543,30.17094,24.01375
18169,98647,10681.21876,1522.23933,169.273,1157.43573,12.73287,26.9775,30.03134
18170,98651,2886.4049,4705.01662,201.68654,1197.05195,11.08629,26.91115,40.38547
18171,98687,22648.0668,5225.77604,171.62976,1180.35898,8.28373,26.92753,30.18279
18172,98693,14657.42029,2019.0684,133.03334,1043.26053,12.67251,24.13452,19.21075
18173,98699,14696.85948,2301.63665,125.34158,1302.20702,16.49974,29.57542,16.82562
18174,98715,3995.96796,19515.76985,151.10777,1003.77647,12.10902,24.17961,25.18674
18175,98721,4188.62192,17615.61999,90.12906,748.03614,26.63145,31.10349,16.92964
18176,98722,21645.29118,16632.93243,199.72802,1356.73644,12.92485,26.97918,35.14602
18178,98724,4235.73002,17511.96058,142.51891,1207.49484,17.13874,27.83949,21.58443
18179,98731,4321.52446,18896.88826,123.48304,703.49544,17.40371,24.00787,24.44109
18180,98736,20573.26922,15403.53019,110.09407,809.80752,18.00233,26.24672,18.90999
18181,98740,14707.13163,998.88334,111.34915,794.76999,15.8757,30.17144,22.37301
18182,98741,14626.60847,943.90363,75.97076,830.79121,22.90971,31.10824,11.59048
18183,98750,11777.49584,14079.21718,233.89966,1720.02603,10.34696,30.44411,42.3321
18185,98764,6527.26827,4615.33525,126.64237,923.09461,14.83207,32.25186,25.96091
18187,98771,20610.83605,3800.45037,128.22354,845.4946,15.78366,24.58651,22.3891
18188,98776,12385.23059,21030.69638,83.49614,619.98121,17.19169,21.27779,12.68644
18189,98776,15276.86012,15254.73785,98.98434,671.50662,18.50891,29.0973,20.71912
18190,98779,12232.45909,21248.49379,125.656,740.89176,16.36181,30.30637,29.90048
18191,98784,9904.01916,14995.16216,118.23449,733.38583,19.43676,26.32877,23.67857
18192,98813,14486.67546,1980.46853,240.17905,1771.95111,6.98027,32.75703,46.45729
18193,98814,14585.70136,1822.24327,148.23561,824.69421,17.46831,28.44421,34.34463
18194,98823,15217.04291,17296.65648,143.98668,3869.14062,15.40289,34.0278,8.68431
18195,98824,15210.85239,17265.61482,122.86267,3877.43577,22.00218,46.94033,8.71649
18196,98825,15206.01017,17274.76215,129.50016,1522.77819,17.1554,24.95125,13.16641
18197,98830,4952.06849,2427.26089,109.17516,580.5911,19.58892,34.28617,33.17205
18198,98848,21531.39434,22251.06636,98.56964,1010.60563,16.49803,27.82963,13.33963
18199,98851,13664.05258,707.49526,241.66012,1993.1212,1e-05,25.20413,32.52939
18200,98852,14621.87443,2328.1605,132.06351,899.89214,17.3811,30.95596,27.62832
18201,98853,13415.5273,492.31516,121.83141,867.80844,9.73511,21.92535,17.94379
18202,98857,22538.55249,7654.18108,147.12597,964.66064,12.6759,26.75599,27.4136
18203,98867,12396.02725,7690.84447,211.79952,1351.42972,10.70552,29.99115,43.71056
18204,98876,14680.5526,16081.84172,202.51634,1386.20277,14.1851,35.16343,45.66051
18205,98884,3993.90687,21067.11214,194.50967,1536.5934,5.88487,23.22519,25.69306
18206,98901,14569.60928,2384.47583,103.30876,674.25474,18.02788,25.25163,19.47885
18207,98903,19587.2407,19053.13151,135.41028,1038.18507,15.17836,30.62206,24.89937
18208,98908,4008.78982,3994.95542,106.01191,1010.14165,16.86159,27.4914,14.94879
18209,98908,13942.48561,6941.2605,188.20506,1145.48629,10.41975,27.1954,37.34188
18210,98915,14701.5517,2400.88511,133.44292,1458.18812,24.75499,34.2048,19.34211
18211,98921,3261.18267,19210.99733,112.51792,828.4141,15.05987,22.57818,16.75365
18212,98926,23568.19811,16776.40566,115.14087,896.17461,18.39933,25.50213,18.07697
18213,98930,14673.78261,2380.32977,149.6197,1487.09481,20.81619,32.41588,22.25326
18214,98934,21140.6597,10262.17217,226.04562,1703.5248,2.57564,21.27053,28.4277
18215,98935,3532.30853,19629.22506,200.65307,1477.87859,6.72884,29.9817,36.08479
18216,98936,9611.0291,18322.84475,127.29261,724.9604,25.76092,27.57905,28.58034
18218,98939,11387.46323,8041.92722,108.25337,768.09599,18.7831,24.26537,17.97364
18219,98939,13253.69961,16811.80879,127.56291,897.9603,13.40409,23.38063,19.98276
18220,98941,20328.6499,21142.32195,164.73903,923.99398,16.83968,28.01241,36.8815
18221,98943,4018.71342,3961.75289,126.38025,1068.8911,12.67222,24.68264,17.47844
18222,98954,22602.72643,13520.42549,101.46023,597.30594,26.93621,32.70103,27.07353
18223,98963,4365.74378,18315.69936,148.34037,1050.33355,13.17457,26.56672,25.45111
18224,98967,21291.55342,20842.87153,91.44881,578.67958,19.74466,25.05833,18.19108
