"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
18227,98973,8408.3024,14642.44329,179.37822,3024.49164,17.01844,38.10216,18.22355
18228,98974,8364.31641,14617.00865,207.5923,4183.90532,15.00702,42.20818,19.28789
18229,98976,8506.94848,14500.62077,177.00335,2560.46669,17.91866,40.55166,22.1825
18230,98977,4296.82173,18297.32444,124.89067,967.18783,15.04067,27.92592,21.11535
18231,98977,8140.32802,14674.93074,124.79917,1686.1416,12.0727,27.00722,12.0219
18232,98978,7889.52379,14778.30003,113.83601,1118.1766,12.28422,22.50656,12.84335
18233,98979,7137.34159,14331.26538,110.80567,2098.59074,20.1809,30.21179,8.79565
18235,98982,7819.96201,14757.4027,115.48045,2623.17213,18.24026,32.60388,8.18799
18236,98983,7571.33073,14339.77147,181.66095,1659.67776,11.17546,34.41848,30.44254
18237,98984,7576.41761,14357.78459,136.36112,801.97652,15.30024,27.62879,29.41955
18238,98985,12646.9101,15418.36778,228.79159,1841.84029,7.7301,31.45979,39.152
18239,98986,7901.01955,14327.32057,165.192,1235.07002,15.26595,39.05152,38.43498
18240,98986,12657.83142,15337.17721,172.89089,1334.86768,16.20626,33.51585,33.46231
18241,98988,3855.79477,20057.50078,98.75874,1000.03359,18.01038,32.3282,15.49811
18242,98989,7776.61519,14673.70308,177.34396,1438.94777,9.51462,28.41496,27.84551
18243,98990,7944.61655,14658.25706,133.39675,1944.50691,7.73069,30.90054,13.33509
18244,98991,8457.21146,14757.43326,159.49948,1081.05405,9.84063,24.31187,26.03431
18245,98991,13790.46022,7229.22897,148.17134,793.43819,18.16656,24.98878,31.49067
18246,98992,8228.6298,14695.52216,221.78104,3126.90666,7.46832,28.76976,20.2089
18247,98992,20864.05399,15847.40171,90.37794,455.79198,25.08135,31.77325,28.08054
18248,98993,8532.04685,14492.2083,160.85705,1347.8644,10.23169,28.69128,24.95339
18249,98994,8347.50333,14721.98975,98.17079,764.51335,13.58799,21.52856,13.72737
18250,98998,7892.97234,14799.73721,131.8042,1608.84434,13.38058,31.8023,16.06819
18251,98999,7465.74077,14457.07182,132.68532,3037.65412,15.1233,30.85766,8.65983
18252,99000,7239.5931,14472.15303,130.90507,874.52337,17.06986,25.00953,22.85601
18253,99001,13728.31112,7174.64035,161.48702,1280.83631,12.78539,23.86222,22.21899
18254,99007,18189.04171,8078.02922,139.17145,765.10925,18.37981,30.2143,34.84701
18257,99081,23106.1072,19330.26661,148.90904,1128.86515,14.11586,33.23624,29.56734
18258,99094,19814.13305,7583.18952,139.45313,822.9297,18.90607,29.56066,31.88971
18259,99098,24743.43391,12151.7052,126.56396,1260.16325,20.35959,30.43066,18.14425
18261,99112,11326.24747,7173.16136,123.58967,1118.33386,15.25732,30.35763,19.46773
18262,99113,11226.90529,7087.66286,114.97247,1701.82121,19.12167,26.9714,10.32516
18263,99118,18105.81856,4245.1556,121.5006,841.29244,17.57048,24.03398,20.00398
18264,99126,14892.49514,833.27613,84.25385,602.44369,23.14069,29.46132,17.72407
18265,99127,10876.30476,13525.04269,248.29455,2486.59396,6.21539,31.59556,34.2652
18266,99128,10788.38791,13507.86818,208.38317,2670.21836,6.84762,30.4618,22.08679
18268,99136,21413.6818,21102.41509,174.27557,1016.76136,13.24997,28.20649,37.58305
18269,99149,12230.11309,8857.99088,141.52578,1019.52827,19.32849,29.14746,26.22664
18270,99151,12238.3381,8832.43182,186.85625,1374.04096,12.02498,33.04686,37.17812
18271,99152,12112.10065,8658.75965,141.92195,2131.25759,18.80716,39.08625,16.98028
18272,99161,6597.59706,13408.08586,139.50164,948.17453,14.56312,26.00672,24.61137
18274,99176,21012.58526,3510.79889,132.80651,957.5633,17.15481,27.72384,23.66641
18275,99180,14067.72694,16344.62563,249.63195,2570.73604,0.0,31.04502,32.94699
18276,99212,23894.82181,9636.90025,105.3414,2835.96337,19.70694,32.38492,6.48835
18277,99216,10741.64773,15459.23959,107.2589,784.50083,27.73897,33.08323,23.13574
18278,99221,8643.7319,15685.46077,127.357,712.44436,17.07042,27.9689,29.48818
18279,99235,25365.34765,13353.30284,78.81073,695.31687,17.37627,26.77303,12.71349
18280,99244,14753.84225,2503.82927,157.40283,928.32145,13.98309,29.19145,35.06849
18281,99244,22006.36082,20897.97798,206.5546,1260.70551,12.49911,34.07026,50.5071
18282,99250,12925.31035,2592.69992,159.90852,877.60569,15.26997,27.66188,36.24311
18283,99254,14551.82697,11497.7615,140.83444,567.4794,28.59414,32.86523,51.88268
18284,99256,24888.61222,13622.57071,166.85195,702.79385,24.63458,30.18568,53.17448
18285,99257,25106.13177,13527.51545,115.89108,635.75509,21.61785,29.92603,29.63952
18286,99268,13041.51927,21545.03698,144.80179,2562.44081,22.60316,40.7847,15.33554
18287,99269,12937.79689,21540.96435,127.17826,1288.76447,23.73114,36.81225,21.42336
18288,99277,14762.93091,2451.57164,78.21908,391.6864,29.60935,30.18578,24.35271
18289,99278,14656.06319,2406.57599,130.18648,1148.34073,9.47292,21.90721,15.4543
18290,99278,16541.9995,23274.3354,95.96533,684.14031,15.64309,27.78583,18.48443
18291,99280,13552.7512,2012.23219,155.94364,1127.47534,9.34521,28.8058,28.13522
18292,99286,23081.17069,10375.73287,172.51464,999.63916,14.24736,31.42569,41.61567
18293,99292,7576.82902,21994.34058,101.46393,787.02066,17.03656,25.10084,16.19576
18294,99295,16977.4041,16781.44803,137.00351,768.5842,23.00459,28.64404,32.01854
18295,99297,14978.95502,1521.74993,110.42611,821.96937,16.74021,25.97969,18.56376
18296,99305,18438.98507,13325.12278,244.77213,1655.80557,5.61616,26.66089,42.1911
18297,99311,12955.80332,3178.74272,174.06113,1091.83882,11.06594,25.21679,31.41519
18298,99329,16583.23131,14364.66219,153.1016,1166.29482,8.41229,25.67637,23.60409
18299,99330,14582.12913,1649.4342,90.00809,738.15768,23.86521,33.97334,18.57855
18300,99345,19437.97032,14205.89143,106.61071,537.58759,25.31814,40.78218,40.58793
18301,99354,10711.86556,15134.9038,113.38077,712.5966,16.62575,24.96866,21.50686
18302,99370,22878.25839,4826.75221,103.41598,796.85778,15.85194,22.99497,15.28037
18303,99371,22925.49593,4752.94149,178.50808,1128.81632,13.87639,25.30333,31.99179
18305,99375,8412.67152,2716.36985,105.84174,1142.27393,14.87325,26.58578,12.87042
18307,99385,13963.05266,14575.12987,121.56973,806.89905,17.85852,24.07896,20.87998
18308,99387,25160.96987,22658.4376,115.04381,776.26322,16.81662,26.16572,21.2235
18309,99388,8541.22893,2301.24139,101.62025,1096.52699,12.59215,26.56722,12.47365
18310,99389,8568.42598,2308.17783,106.99988,1384.12445,15.93622,22.53676,9.50058
18311,99390,6783.91064,4250.77423,139.19946,916.68026,15.52988,28.00968,27.17064
18312,99390,8777.63799,2731.72697,141.59563,1157.0931,11.40605,29.79943,23.69855
18313,99390,13979.76764,14378.42496,97.87147,817.56005,15.33202,27.14296,15.76858
18314,99396,16019.92964,6514.43575,152.15044,917.57869,12.94598,28.78463,32.84634
18315,99425,8200.22457,16135.42484,233.36908,1770.11384,7.47009,27.79373,37.52423
18316,99441,8569.15381,15863.79189,210.67573,1383.02165,12.43821,27.6707,39.12723
18317,99483,11482.7188,6153.0428,122.95776,1340.28818,10.96707,20.6067,11.47926
18318,99487,15098.79053,12651.71003,173.77087,1972.8801,14.05626,32.56411,22.42745
18319,99487,21676.92343,22609.98834,101.45549,667.70023,16.95231,23.84781,18.08385
18320,99488,15124.77557,12712.70191,152.62565,3276.11813,23.191,38.28758,12.56287
18321,99489,15120.25507,12713.12045,188.7215,3335.76984,21.50662,45.49839,21.5818
18322,99489,21678.11408,22594.68979,143.41008,1395.05076,10.73789,20.61065,14.46968
18323,99491,21662.85005,22627.13676,87.40782,1106.83255,17.48586,26.0319,9.47132
18324,99498,12265.01586,4843.12249,156.86875,1500.00697,5.01853,28.06849,21.03256
18325,99511,11117.33364,16128.69846,80.50586,770.12379,22.84438,28.21201,12.51163
18327,99539,1185.9919,9665.37021,165.26697,958.94319,18.99618,26.21283,33.57206
18328,99551,606.19699,3772.46898,131.40276,827.22079,18.94363,28.58825,27.55239
18329,99563,15156.96211,12874.02885,215.27665,1980.77078,8.77674,29.6463,30.6378
18330,99567,24859.16518,22606.3077,143.7839,970.75694,11.57686,30.35843,29.44814
18332,99588,20732.87897,9438.85198,146.95659,1678.52965,14.75183,32.66998,19.28118
18333,99589,20967.1772,9198.81218,118.24844,774.90594,20.56503,25.66782,21.9273
18334,99616,23298.07865,12977.81555,105.75968,684.2668,22.1717,31.83856,24.86264
18335,99629,8942.21128,15547.82148,114.0783,648.16088,23.9976,24.11111,23.06169
18337,99633,5255.50874,20003.64796,81.38526,677.38592,16.66187,23.03695,12.01322
18338,99660,11082.84871,17136.27005,122.5144,717.98809,21.09169,28.90308,28.14448
18340,99661,11457.3268,17485.75012,142.13689,1478.34165,15.04826,29.4024,18.58666
18341,99662,5211.75109,18445.62932,95.95356,1035.89615,19.16732,25.5549,11.54841
18342,99662,11572.29722,17334.56256,126.2004,664.76909,22.77324,33.01271,36.39493
18343,99671,16172.24574,13371.13613,145.21008,974.07165,10.87294,26.80342,26.55169
18344,99675,16611.1033,13475.48679,120.18796,887.293,21.52979,28.27234,21.67383
18345,99683,6515.66661,6441.37196,101.10558,670.60785,17.2768,25.60983,19.11171
18346,99689,14620.96317,2347.01377,141.83625,1199.82788,16.30208,30.34231,23.34362
18347,99694,23799.46086,18388.27251,199.97337,3067.39053,9.91842,35.98972,20.90145
18348,99701,16025.75465,13396.59098,158.35156,914.11372,14.24057,25.97385,32.19478
18349,99711,14568.4106,1927.5906,147.24544,894.63964,13.40465,25.13888,27.85153
18350,99711,24587.36863,20477.40329,196.47425,1422.8915,17.86305,34.61196,41.34695
18351,99717,15900.72946,13292.71639,94.68269,657.01298,18.33552,28.15062,19.01168
18353,99721,15880.35443,13093.29081,131.20223,1004.80344,22.97592,35.60301,28.01781
18354,99721,22916.50731,21467.17037,130.96008,982.61484,13.60359,27.0379,21.97964
18356,99744,14715.69763,1319.24234,146.58889,1169.7813,15.65683,31.52166,26.36466
18357,99744,19697.9772,5056.078,113.64638,853.83866,16.16382,27.90793,20.11595
18358,99750,14615.97689,2079.81305,199.98286,1933.14797,10.83183,36.44185,33.24726
18359,99758,5987.54243,14437.12748,213.62182,2461.51551,8.92987,32.44,26.6052
18360,99759,6253.98707,14489.05814,163.85187,2139.13044,14.44044,33.44743,19.05377
18361,99760,6041.31825,14500.54002,145.44953,1670.26822,21.39136,33.95544,19.7125
18362,99760,15047.92526,1130.89674,111.57224,976.42614,17.94372,25.25398,15.6216
18363,99761,6581.28266,14369.45555,117.89353,2180.83174,18.76984,27.13521,8.60402
18364,99762,6517.04611,14663.60941,172.16489,2763.67232,22.23032,36.41749,17.65309
18365,99763,6218.50727,14714.01524,133.53538,2620.48393,12.23098,39.24029,12.4942
18366,99764,6291.82685,14451.93912,160.61054,2449.1905,15.23442,44.45976,21.07811
18367,99765,6026.59313,14619.31436,122.19185,2303.76345,12.40631,29.14141,9.24285
18368,99766,6430.6778,14464.21461,175.17312,1253.13382,20.07826,33.62884,36.62073
18369,99766,16689.15621,13834.16652,180.53888,1652.58414,21.58297,33.75108,29.65057
18370,99766,20724.9435,14915.36307,192.39548,1791.83987,11.04369,29.59385,27.24824
18371,99767,20680.40914,14945.60064,226.6538,3083.33405,13.93188,37.03203,27.12904
18372,99768,20685.9984,14981.32828,154.75125,2225.14485,19.80645,30.65842,15.22539
18373,99778,14570.86333,1451.34922,129.59261,782.01476,20.34696,35.02305,34.48421
18374,99786,8504.53105,20302.52448,96.34935,718.28889,14.9113,23.17564,15.05963
18375,99792,8663.00292,20908.23755,150.20355,1124.5628,8.4828,24.39194,22.50204
18376,99801,13586.81286,570.16529,120.79917,744.30697,13.38573,24.76044,22.90128
18377,99803,2721.28037,10416.32586,131.89287,1070.96137,11.62386,26.35324,20.00379
18378,99805,2784.15505,10412.68676,189.93328,1315.51463,8.78508,23.93821,29.38792
18379,99816,9663.10132,4904.64059,131.03701,852.87501,14.93673,25.34657,23.75488
18380,99816,10274.55715,10586.59131,117.82852,822.46111,14.42314,26.00444,20.82253
18381,99817,4971.18987,20908.83826,103.55305,821.6353,12.7917,29.70138,18.79149
18382,99818,17809.5171,18583.95991,165.10661,1463.47723,8.19459,28.28715,23.85891
18383,99819,20710.17991,7368.85982,85.76442,832.25163,16.44094,26.11561,12.02313
18384,99822,14863.5155,15358.65761,164.34158,1429.43994,20.73466,42.66081,35.91113
18387,99830,5839.87641,21376.5447,122.31321,923.35825,14.86763,28.19967,21.46745
18388,99830,20080.58143,17132.75002,205.26931,1204.7778,13.32545,27.23872,41.99101
18389,99831,2946.83063,11763.86857,130.9836,1020.67554,15.93788,28.63716,22.36501
18390,99831,16330.95224,23715.72277,205.66872,1707.62439,7.78031,27.52289,30.24599
18391,99845,15525.18472,11013.51185,103.17999,571.34178,23.88027,32.52436,28.97466
18392,99846,17780.68242,18576.18611,155.46586,1200.65093,7.72244,27.44951,25.13756
18393,99848,8156.93638,4303.74319,102.16476,1131.21704,19.58662,36.33568,16.26459
18394,99848,14811.66236,10370.73268,127.2994,727.76102,21.10472,27.80919,28.70171
18395,99849,8100.72599,4276.74697,108.50384,2551.9036,9.69525,29.20292,6.88827
18396,99850,8101.1366,4264.50961,123.10693,2340.28804,20.47917,37.90771,11.66362
18397,99851,8178.52619,4248.03923,76.50733,1098.63013,25.22844,30.19348,8.7772
18398,99852,8198.08718,4235.76627,129.63276,1725.25634,10.30421,32.26662,14.77859
18399,99853,8261.43725,4224.24403,97.52903,1447.29664,22.52782,39.4917,12.78874
18400,99855,13383.85165,15464.639,93.03139,762.88968,18.31497,22.45994,13.05485
18401,99856,13295.56886,15475.17515,142.32575,929.01865,13.56061,30.97977,30.75886
18402,99863,11316.31057,17548.40928,150.80795,1576.10887,9.22357,27.14276,18.08021
18403,99867,5549.14245,14497.96222,151.18594,960.66543,13.21364,26.95194,29.14776
18404,99878,13115.8798,15440.07893,150.3393,1516.46506,10.93897,25.89645,17.86644
18405,99885,9646.10698,23929.05004,140.52244,838.79258,18.53909,28.17857,30.32316
18407,99915,6001.50238,7688.58223,117.09114,672.52285,18.14072,26.14101,25.14093
18408,99916,6288.67079,6844.84827,136.33714,1190.48844,21.12763,32.2255,23.15895
18409,99919,3991.4475,3667.86127,155.66081,1152.8208,15.43014,29.34918,27.931
18411,99939,5123.90353,3155.53235,150.88277,924.61714,18.90672,27.66704,30.9052
18412,99949,5962.91264,7643.36175,199.98141,1392.6364,6.18213,29.65976,37.6152
18413,99970,933.25389,21658.26798,175.49783,1176.26353,11.02673,31.27223,36.45725
18415,100003,14620.59542,2529.99681,135.26015,920.12475,12.68828,23.25216,21.57919
18416,100031,17306.38806,16728.62751,164.48548,1045.01257,17.25309,28.56399,33.21185
18417,100032,17506.97177,16775.53682,176.13754,1475.98072,11.92978,30.06322,28.29616
18418,100033,14649.71033,2437.85967,136.81586,986.79886,12.08712,26.17424,22.99018
18419,100034,7155.00423,15058.34386,133.39089,1267.10723,12.44598,23.41323,15.59968
18420,100034,14606.23249,20310.69469,120.86543,636.25917,21.6151,33.05607,35.16171
18421,100034,17647.52388,16711.48794,139.50104,873.02164,17.49134,25.77318,26.43968
18422,100035,17827.93111,16665.03157,155.39238,1519.6787,12.05999,27.94206,20.32439
18423,100037,6798.20137,15292.35938,150.58789,1151.87088,18.5887,30.89157,27.59825
18424,100045,4129.21747,19710.72169,106.44884,1150.87529,20.32167,28.03661,13.53484
18426,100064,11368.08047,16488.35174,204.15496,2851.48912,9.74422,35.69439,23.15935
18427,100065,11263.94281,16546.6485,200.20317,1994.92076,10.68577,28.05225,25.15023
18428,100066,11042.57253,16897.02662,154.04232,1767.18014,26.65596,42.61125,25.77216
18429,100067,10811.36395,16020.67333,131.22424,1057.44795,13.79008,29.74071,22.46725
18430,100068,10984.07574,16111.01416,156.66765,1911.10348,14.16985,34.05082,19.89133
18431,100069,10835.11901,15935.84508,112.66447,848.50126,30.5491,35.33873,24.90543
18432,100070,11084.30605,15710.51876,176.29023,1745.26266,11.06995,30.77104,24.60598
18433,100071,10850.50862,12604.65855,109.2067,2007.32563,22.37079,32.52844,9.54063
18434,100093,16409.71632,13465.40494,181.02883,1212.26501,13.71339,28.18207,33.95891
18435,100093,21799.52365,6304.85544,129.55808,1103.47462,12.69146,25.5195,18.27192
18436,100094,7439.32847,13904.30742,130.79515,912.22227,20.60404,30.9931,26.81721
18437,100104,2789.84838,8115.38544,112.13907,726.66685,14.00669,27.696,22.8006
18438,100105,2671.07972,7946.63051,96.5948,1093.63625,19.65164,31.16427,13.24466
18439,100106,2712.43319,7928.0061,78.65777,599.80315,18.15136,27.39856,14.88981
18440,100114,14861.06381,2238.05189,106.69875,541.03246,21.67681,28.64324,28.71812
18442,100126,10456.51297,22625.75667,188.64734,1479.87421,17.90383,32.424,34.55432
18443,100130,10607.69356,23971.77381,99.44465,805.27526,17.26021,23.55624,14.46412
18444,100132,10807.13478,16246.48542,108.82289,871.7048,16.39383,26.82756,17.61564
18446,100152,9459.48192,17263.62369,112.53831,1736.53839,15.85606,29.51078,10.56608
18447,100152,21460.66783,13859.96827,182.79779,1650.92237,11.96155,30.3258,27.42764
18448,100153,8997.25519,17276.35312,137.1825,1764.28231,9.42666,27.31964,13.75883
18449,100154,10553.42422,10941.10974,100.17649,798.54652,15.3879,25.03297,15.5902
18451,100161,17595.67376,6625.49152,165.31042,856.39014,17.98296,32.68488,46.45002
18454,100173,3004.64552,8427.043,134.35136,641.53239,22.48017,24.13211,31.29754
18456,100175,10716.00805,15611.34728,243.45435,1878.34231,5.84969,34.1557,46.8959
18458,100177,2813.74909,8474.92095,87.16265,605.48103,21.7223,33.15189,20.84433
18459,100181,11128.48635,10151.98334,131.06544,767.0095,18.0862,29.88956,30.80542
18460,100187,7880.35828,15296.38308,107.63035,933.8674,12.96418,27.61428,16.61084
18461,100187,23494.12546,5716.99834,94.84494,850.62371,11.94342,25.17699,13.4579
18462,100195,7816.40636,15355.88597,128.26782,977.37328,18.0227,27.4291,21.56706
18463,100220,23825.41311,17973.36723,125.0095,1119.12851,21.3407,30.6725,20.05092
18464,100221,24044.22779,17551.99632,135.28174,984.85093,14.19647,27.314,23.48622
18466,100226,24472.19969,17847.77428,111.42345,757.14834,16.47342,22.9055,18.1799
18467,100227,14641.32138,2294.14889,138.984,847.37425,13.85324,25.53186,26.79358
18468,100227,24301.90431,18053.5964,147.48078,1442.1969,10.82598,27.46238,19.11201
18469,100228,23786.98925,17857.61929,137.67685,1152.66249,25.99853,30.86585,23.35719
18470,100229,23746.6515,18028.56481,179.19629,957.0799,21.1735,32.69314,48.52246
18471,100232,25180.00432,18106.9084,115.66653,889.16481,19.24136,31.018,22.03486
18472,100266,23918.70476,19982.84045,228.59794,3075.87017,8.11039,36.13324,26.99781
18473,100286,24373.21422,16128.78171,134.38932,828.0755,21.91043,31.26912,31.24615
18475,100310,6506.07459,6298.24612,118.39227,632.88637,18.84835,29.03362,30.05568
18478,100355,12339.95013,3429.30762,200.88028,1288.81594,11.97213,27.94281,38.65048
18479,100356,12143.25257,3577.19058,150.1332,817.47856,18.9394,25.41317,31.84754
18480,100374,11564.41056,8203.06487,156.5021,995.19302,23.44131,34.37542,37.94119
18481,100376,11951.20057,8275.75664,159.54912,1142.42962,15.86932,31.75607,31.82029
18482,100380,11442.32096,8766.102,132.66161,1032.13947,10.68128,25.50287,20.31957
18483,100392,7936.84227,11364.47913,144.60055,909.16627,15.75624,23.91033,25.30018
18484,100395,13619.30853,3449.56405,154.9399,934.2957,14.03498,27.61387,32.08185
18485,100397,13553.24595,3033.08827,122.47468,850.28648,17.76956,23.78639,19.89363
18486,100399,8467.63843,10858.63258,170.95876,1036.24239,14.80673,31.13332,39.12945
18487,100406,14321.73252,17296.95194,188.21717,1325.77814,11.27432,33.32242,39.36149
18488,100407,14362.04223,16966.7876,118.46883,1056.46008,16.159,32.47616,20.3138
